product_id,product_name,category,description,material,grade,size,price,unit,MOQ,supplier,location,availability,rating
P0634,Carbon Steel Pipe,Steel,Reliable supplier-grade material for manufacturing and industrial use. Carbon Steel Pipe in 4 inch specification.,Carbon steel,IS 2062,4 inch,87.05,kg,25,Apex Components,Delhi,In Stock,3.8
P0635,GI Steel Sheet,Steel,Industrial quality product suitable for bulk commercial procurement. GI Steel Sheet in 0.5 mm specification.,Galvanized steel,IS 277,0.5 mm,306.15,kg,1000,Kaveri Industrial Solutions,Madurai,In Stock,4.2
P0636,Ceramic Wall Tile,Construction Materials,Industrial quality product suitable for bulk commercial procurement. Ceramic Wall Tile in 300x450 mm specification.,Ceramic,Glossy,300x450 mm,772.92,meter,50,Metro Industrial Supplies,Bengaluru,In Stock,4.0
P0637,100% Cotton T-Shirt,Textiles,Quality-tested product with bulk supply capability. 100% Cotton T-Shirt in M specification.,Cotton,Combed,M,169.31,box,25,Global Trade Hub,Mumbai,In Stock,4.5
P0638,Engine Oil Filter,Automotive,Industrial quality product suitable for bulk commercial procurement. Engine Oil Filter in Medium specification.,Steel,OEM Grade,Medium,11119.26,kg,25,Metro Industrial Supplies,Bengaluru,Limited Stock,4.7
P0639,MS Steel Plate,Steel,"Suitable for wholesale buyers, distributors, and regular business orders. MS Steel Plate in 3 mm specification.",Mild steel,IS 2062,3 mm,82.67,kg,500,ABC Industries,Chennai,Limited Stock,4.5
P0640,Stainless Steel Nut,Hardware,Quality-tested product with bulk supply capability. Stainless Steel Nut in M8 specification.,Stainless Steel,304,M8,960.46,kg,500,Sri Lakshmi Enterprises,Erode,In Stock,4.9
P0641,Portland Cement,Construction Materials,"Suitable for wholesale buyers, distributors, and regular business orders. Portland Cement in 25 kg specification.",Cement,OPC 53 Grade,25 kg,904.8,kg,500,Universal B2B Supplies,Kolkata,In Stock,4.1
P0642,Engine Oil Filter,Automotive,"Suitable for wholesale buyers, distributors, and regular business orders. Engine Oil Filter in Small specification.",Steel,OEM Grade,Small,11841.25,kg,250,Prime Traders,Coimbatore,In Stock,4.2
P0643,Cotton Grey Fabric,Textiles,Quality-tested product with bulk supply capability. Cotton Grey Fabric in 44 inch specification.,Cotton,Greige,44 inch,207.89,piece,500,Metro Industrial Supplies,Bengaluru,Limited Stock,3.8
P0644,Stainless Steel Pipe 304,Steel,Quality-tested product with bulk supply capability. Stainless Steel Pipe 304 in 3 inch specification.,Stainless steel,304,3 inch,157.55,box,50,National Engineering Works,Hyderabad,In Stock,3.7
P0645,Carbon Steel Pipe,Steel,Reliable supplier-grade material for manufacturing and industrial use. Carbon Steel Pipe in 2 inch specification.,Carbon steel,IS 2062,2 inch,259.47,kg,10,ABC Industries,Chennai,Limited Stock,4.4
P0646,PET Packaging Bottle,Packaging,Industrial quality product suitable for bulk commercial procurement. PET Packaging Bottle in 250 ml specification.,PET,Food Grade,250 ml,170.83,box,100,Universal B2B Supplies,Kolkata,In Stock,3.8
P0647,Industrial Polyester Yarn,Textiles,Quality-tested product with bulk supply capability. Industrial Polyester Yarn in 20s specification.,Polyester,Spun,20s,815.26,kg,100,South India Materials,Salem,In Stock,4.8
P0648,MCB Circuit Breaker,Electrical,Reliable supplier-grade material for manufacturing and industrial use. MCB Circuit Breaker in 63A specification.,Thermoplastic,B Curve,63A,1041.85,piece,100,Sri Lakshmi Enterprises,Erode,In Stock,5.0
P0649,Cotton Grey Fabric,Textiles,Reliable supplier-grade material for manufacturing and industrial use. Cotton Grey Fabric in 44 inch specification.,Cotton,Greige,44 inch,659.92,kg,50,ABC Industries,Chennai,In Stock,4.8
P0650,Industrial Bearing,Hardware,Reliable supplier-grade material for manufacturing and industrial use. Industrial Bearing in 6204 specification.,Chrome Steel,6200 Series,6204,331.34,box,1000,Global Trade Hub,Mumbai,In Stock,4.4
P0651,Engine Oil Filter,Automotive,Reliable supplier-grade material for manufacturing and industrial use. Engine Oil Filter in Small specification.,Steel,OEM Grade,Small,10305.14,meter,1000,South India Materials,Salem,Limited Stock,4.8
P0652,Caustic Soda Flakes,Chemicals,Quality-tested product with bulk supply capability. Caustic Soda Flakes in 50 kg specification.,Sodium Hydroxide,Industrial Grade,50 kg,442.67,piece,50,Universal B2B Supplies,Kolkata,In Stock,4.8
P0653,Ceramic Wall Tile,Construction Materials,Quality-tested product with bulk supply capability. Ceramic Wall Tile in 600x600 mm specification.,Ceramic,Glossy,600x600 mm,757.81,kg,10,ABC Industries,Chennai,In Stock,4.1
P0654,Industrial Water Pump,Machinery,Industrial quality product suitable for bulk commercial procurement. Industrial Water Pump in 10 HP specification.,Cast Iron,Centrifugal,10 HP,285153.79,piece,1,Prime Traders,Coimbatore,In Stock,4.5
P0655,CNC Turning Machine,Machinery,Industrial quality product suitable for bulk commercial procurement. CNC Turning Machine in 2 Axis specification.,Cast Iron,CNC,2 Axis,195079.5,piece,5,Global Trade Hub,Mumbai,In Stock,4.2
P0656,Citric Acid Powder,Chemicals,Quality-tested product with bulk supply capability. Citric Acid Powder in 50 kg specification.,Citric Acid,Food Grade,50 kg,386.28,kg,100,Evergreen Manufacturing,Ahmedabad,In Stock,4.8
P0657,CNC Turning Machine,Machinery,Industrial quality product suitable for bulk commercial procurement. CNC Turning Machine in 3 Axis specification.,Cast Iron,CNC,3 Axis,291970.08,piece,5,Apex Components,Delhi,In Stock,4.1
P0658,Corrugated Shipping Box,Packaging,Reliable supplier-grade material for manufacturing and industrial use. Corrugated Shipping Box in 18x12x10 inch specification.,Kraft Paper,5 Ply,18x12x10 inch,189.46,kg,1000,South India Materials,Salem,In Stock,4.4
P0659,Corrugated Shipping Box,Packaging,Quality-tested product with bulk supply capability. Corrugated Shipping Box in 24x18x12 inch specification.,Kraft Paper,5 Ply,24x18x12 inch,94.18,piece,50,Apex Components,Delhi,In Stock,4.2
P0660,GI Steel Sheet,Steel,Reliable supplier-grade material for manufacturing and industrial use. GI Steel Sheet in 1.5 mm specification.,Galvanized steel,IS 277,1.5 mm,319.82,kg,250,Sri Lakshmi Enterprises,Erode,In Stock,5.0
P0661,100% Cotton T-Shirt,Textiles,Reliable supplier-grade material for manufacturing and industrial use. 100% Cotton T-Shirt in XL specification.,Cotton,Combed,XL,852.54,piece,1000,Universal B2B Supplies,Kolkata,In Stock,4.0
P0662,Titanium Dioxide,Chemicals,Quality-tested product with bulk supply capability. Titanium Dioxide in 500 kg specification.,Titanium Dioxide,Rutile Grade,500 kg,78.52,box,100,ABC Industries,Chennai,In Stock,4.2
P0663,Automotive Rubber Hose,Automotive,Quality-tested product with bulk supply capability. Automotive Rubber Hose in 3/4 inch specification.,EPDM Rubber,Heat Resistant,3/4 inch,4512.53,kg,25,Evergreen Manufacturing,Ahmedabad,In Stock,3.6
P0664,LED Panel Light,Electrical,Reliable supplier-grade material for manufacturing and industrial use. LED Panel Light in 12W specification.,Aluminium,Commercial,12W,512.14,kg,500,Prime Traders,Coimbatore,Limited Stock,3.7
P0665,100% Cotton T-Shirt,Textiles,"Suitable for wholesale buyers, distributors, and regular business orders. 100% Cotton T-Shirt in L specification.",Cotton,Combed,L,876.27,piece,100,South India Materials,Salem,Limited Stock,4.2
P0666,GI Steel Sheet,Steel,"Suitable for wholesale buyers, distributors, and regular business orders. GI Steel Sheet in 1 mm specification.",Galvanized steel,IS 277,1 mm,88.15,piece,1000,Prime Traders,Coimbatore,Limited Stock,4.4
P0667,PET Packaging Bottle,Packaging,Quality-tested product with bulk supply capability. PET Packaging Bottle in 1 L specification.,PET,Food Grade,1 L,175.73,kg,500,Apex Components,Delhi,In Stock,4.4
P0668,Citric Acid Powder,Chemicals,Industrial quality product suitable for bulk commercial procurement. Citric Acid Powder in 50 kg specification.,Citric Acid,Food Grade,50 kg,267.91,box,1000,Metro Industrial Supplies,Bengaluru,In Stock,4.0
P0669,Stainless Steel Nut,Hardware,Reliable supplier-grade material for manufacturing and industrial use. Stainless Steel Nut in M8 specification.,Stainless Steel,304,M8,803.9,piece,100,Universal B2B Supplies,Kolkata,In Stock,3.9
P0670,GI Steel Sheet,Steel,Industrial quality product suitable for bulk commercial procurement. GI Steel Sheet in 1 mm specification.,Galvanized steel,IS 277,1 mm,176.35,piece,25,Kaveri Industrial Solutions,Madurai,In Stock,5.0
P0671,LED Panel Light,Electrical,Industrial quality product suitable for bulk commercial procurement. LED Panel Light in 36W specification.,Aluminium,Commercial,36W,2441.61,box,10,Techno Supply Co,Pune,Limited Stock,4.9
P0672,Industrial Electrical Switch,Electrical,"Suitable for wholesale buyers, distributors, and regular business orders. Industrial Electrical Switch in 32A specification.",Polycarbonate,Heavy Duty,32A,130.22,box,500,Sri Lakshmi Enterprises,Erode,Limited Stock,4.8
P0673,Ceramic Wall Tile,Construction Materials,Industrial quality product suitable for bulk commercial procurement. Ceramic Wall Tile in 600x600 mm specification.,Ceramic,Glossy,600x600 mm,1633.32,meter,50,Universal B2B Supplies,Kolkata,Limited Stock,4.9
P0674,Copper Electrical Cable,Electrical,"Suitable for wholesale buyers, distributors, and regular business orders. Copper Electrical Cable in 4 sq mm specification.",Copper,FR,4 sq mm,1075.88,piece,100,ABC Industries,Chennai,In Stock,4.0
P0675,Ceramic Wall Tile,Construction Materials,Industrial quality product suitable for bulk commercial procurement. Ceramic Wall Tile in 600x600 mm specification.,Ceramic,Glossy,600x600 mm,407.64,box,25,Techno Supply Co,Pune,In Stock,4.3
P0676,Hex Bolt,Hardware,Industrial quality product suitable for bulk commercial procurement. Hex Bolt in M12 specification.,Carbon Steel,Grade 8.8,M12,736.72,kg,1000,Metro Industrial Supplies,Bengaluru,In Stock,4.1
P0677,Hydraulic Press Machine,Machinery,"Suitable for wholesale buyers, distributors, and regular business orders. Hydraulic Press Machine in 50 Ton specification.",Steel,Hydraulic,50 Ton,32009.7,piece,2,Global Trade Hub,Mumbai,In Stock,5.0
P0678,Automotive Brake Pad,Automotive,Quality-tested product with bulk supply capability. Automotive Brake Pad in Front specification.,Semi Metallic,OEM Grade,Front,10670.49,meter,1000,Universal B2B Supplies,Kolkata,In Stock,3.7
P0679,Industrial Water Pump,Machinery,Reliable supplier-grade material for manufacturing and industrial use. Industrial Water Pump in 2 HP specification.,Cast Iron,Centrifugal,2 HP,368813.03,piece,1,Evergreen Manufacturing,Ahmedabad,In Stock,4.2
P0680,Automotive Rubber Hose,Automotive,Quality-tested product with bulk supply capability. Automotive Rubber Hose in 1/2 inch specification.,EPDM Rubber,Heat Resistant,1/2 inch,9109.95,kg,10,Evergreen Manufacturing,Ahmedabad,In Stock,4.1
P0681,Lead Acid Automotive Battery,Automotive,Reliable supplier-grade material for manufacturing and industrial use. Lead Acid Automotive Battery in 75 Ah specification.,Lead Acid,Maintenance Free,75 Ah,9099.64,piece,25,Evergreen Manufacturing,Ahmedabad,Limited Stock,3.9
P0682,Hex Bolt,Hardware,Reliable supplier-grade material for manufacturing and industrial use. Hex Bolt in M10 specification.,Carbon Steel,Grade 8.8,M10,457.26,kg,500,Evergreen Manufacturing,Ahmedabad,In Stock,4.7
P0683,LED Panel Light,Electrical,"Suitable for wholesale buyers, distributors, and regular business orders. LED Panel Light in 24W specification.",Aluminium,Commercial,24W,2105.5,meter,10,Apex Components,Delhi,Limited Stock,3.8
P0684,100% Cotton T-Shirt,Textiles,"Suitable for wholesale buyers, distributors, and regular business orders. 100% Cotton T-Shirt in S specification.",Cotton,Combed,S,504.58,kg,250,National Engineering Works,Hyderabad,Limited Stock,4.3
P0685,Titanium Dioxide,Chemicals,"Suitable for wholesale buyers, distributors, and regular business orders. Titanium Dioxide in 25 kg specification.",Titanium Dioxide,Rutile Grade,25 kg,280.64,kg,1000,Global Trade Hub,Mumbai,In Stock,4.4
P0686,LED Panel Light,Electrical,"Suitable for wholesale buyers, distributors, and regular business orders. LED Panel Light in 36W specification.",Aluminium,Commercial,36W,442.48,piece,10,Universal B2B Supplies,Kolkata,In Stock,4.1
P0687,Corrugated Shipping Box,Packaging,Reliable supplier-grade material for manufacturing and industrial use. Corrugated Shipping Box in 18x12x10 inch specification.,Kraft Paper,5 Ply,18x12x10 inch,134.76,piece,1000,National Engineering Works,Hyderabad,In Stock,4.6
P0688,Ceramic Wall Tile,Construction Materials,"Suitable for wholesale buyers, distributors, and regular business orders. Ceramic Wall Tile in 600x600 mm specification.",Ceramic,Glossy,600x600 mm,1571.67,box,50,Global Trade Hub,Mumbai,In Stock,4.3
P0689,PP Woven Sack,Packaging,Quality-tested product with bulk supply capability. PP Woven Sack in 25 kg specification.,Polypropylene,Laminated,25 kg,131.95,box,500,Sri Lakshmi Enterprises,Erode,In Stock,4.9
P0690,Copper Electrical Cable,Electrical,Industrial quality product suitable for bulk commercial procurement. Copper Electrical Cable in 2.5 sq mm specification.,Copper,FR,2.5 sq mm,1318.05,piece,1000,Sri Lakshmi Enterprises,Erode,Limited Stock,4.2
P0691,HDPE Granules,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. HDPE Granules in 25 kg specification.",HDPE,Injection Grade,25 kg,180.29,box,500,ABC Industries,Chennai,In Stock,4.7
P0692,AAC Block,Construction Materials,Reliable supplier-grade material for manufacturing and industrial use. AAC Block in 600x200x100 mm specification.,Autoclaved Aerated Concrete,Grade 4,600x200x100 mm,555.38,kg,25,Universal B2B Supplies,Kolkata,In Stock,4.5
P0693,Citric Acid Powder,Chemicals,Industrial quality product suitable for bulk commercial procurement. Citric Acid Powder in 25 kg specification.,Citric Acid,Food Grade,25 kg,491.5,meter,500,Sri Lakshmi Enterprises,Erode,In Stock,3.5
P0694,Industrial Bearing,Hardware,Industrial quality product suitable for bulk commercial procurement. Industrial Bearing in 6202 specification.,Chrome Steel,6200 Series,6202,163.51,kg,1000,Metro Industrial Supplies,Bengaluru,Limited Stock,3.7
P0695,Caustic Soda Flakes,Chemicals,Industrial quality product suitable for bulk commercial procurement. Caustic Soda Flakes in 25 kg specification.,Sodium Hydroxide,Industrial Grade,25 kg,350.41,kg,1000,National Engineering Works,Hyderabad,In Stock,4.4
P0696,Polyester Fabric Roll,Textiles,"Suitable for wholesale buyers, distributors, and regular business orders. Polyester Fabric Roll in 2 m specification.",Polyester,Knitted,2 m,142.82,piece,1000,Global Trade Hub,Mumbai,In Stock,4.0
P0697,Engine Oil Filter,Automotive,Reliable supplier-grade material for manufacturing and industrial use. Engine Oil Filter in Large specification.,Steel,OEM Grade,Large,959.79,kg,250,Evergreen Manufacturing,Ahmedabad,In Stock,4.9
P0698,Copper Electrical Cable,Electrical,Reliable supplier-grade material for manufacturing and industrial use. Copper Electrical Cable in 1.5 sq mm specification.,Copper,FR,1.5 sq mm,2310.74,meter,50,Metro Industrial Supplies,Bengaluru,Limited Stock,4.5
P0699,PP Granules,Plastic,Industrial quality product suitable for bulk commercial procurement. PP Granules in 500 kg specification.,Polypropylene,Injection Grade,500 kg,167.54,piece,100,South India Materials,Salem,In Stock,3.7
P0700,PP Granules,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. PP Granules in 500 kg specification.",Polypropylene,Injection Grade,500 kg,232.09,kg,10,Global Trade Hub,Mumbai,Limited Stock,3.7
P0701,Titanium Dioxide,Chemicals,Quality-tested product with bulk supply capability. Titanium Dioxide in 500 kg specification.,Titanium Dioxide,Rutile Grade,500 kg,489.28,meter,25,Apex Components,Delhi,In Stock,5.0
P0702,CNC Turning Machine,Machinery,Reliable supplier-grade material for manufacturing and industrial use. CNC Turning Machine in 2 Axis specification.,Cast Iron,CNC,2 Axis,564972.15,piece,2,Kaveri Industrial Solutions,Madurai,In Stock,5.0
